id,name,town,district,region,latitude,longitude,phone,website,specialty,created_at,updated_at,photo,category
1873,Hannah Larbie's Maternity Home,Chorkor (near Abodwe),Accra Metropolitan,Greater Accra,5.52961,-0.24151,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1874,Harmony Clinic,Madina,Ga East,Greater Accra,5.67152,-0.17373,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1875,Health Loop Clinic,Adenta Estate,Tema Metropolitan,Greater Accra,5.70134,-0.14823,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1876,Hebron Maternity & Clinic,La,Accra Metropolitan,Greater Accra,5.5639,-0.15154,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1877,Henrietta Clinic & Maternity Home,Lartebiokorshie (near Nkruma flats),Accra Metropolitan,Greater Accra,5.5501,-0.232,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1878,Highway Dental Clinic,Maamobi (near market),Accra Metropolitan,Greater Accra,5.59481,-0.19421,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1879,Hobats Clinic,Tesano,Accra Metropolitan,Greater Accra,5.60699,-0.2317,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1880,Holy Cross Clinic & Maternity Home,Lartebiokoshie,Accra Metropolitan,Greater Accra,5.55001,-0.24449,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1881,Holy Height Clinic,Kokomlemle,Accra Metropolitan,Greater Accra,5.57714,-0.20895,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1882,Holy Trinity Medical Centre,North Kaneshie,Accra Metropolitan,Greater Accra,5.5867,-0.23519,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1883,International Health Care Centre,Roman Ridge (near Ghana inst of engineers buidling),Accra Metropolitan,Greater Accra,5.60547,-0.19762,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1884,Iran Clinic,Circle,Accra Metropolitan,Greater Accra,5.568,-0.21248,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1885,James Camp Borstral Clinic,Roman Ridge,Accra Metropolitan,Greater Accra,5.60807,-0.19085,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1886,James Fort Prison's Clinic,James Town,Accra Metropolitan,Greater Accra,5.53423,-0.21111,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1887,James Town Maternity Home,James Town,Accra Metropolitan,Greater Accra,5.54065,-0.21591,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1888,Jesus Saves Clinic,Okaishie,Accra Metropolitan,Greater Accra,5.54896,-0.20779,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1889,Jireh Eye Clinic,Tema Community 1,Tema Metropolitan,Greater Accra,5.63503,-0.00321,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1890,Johpat Hospital,Dzorwulu,Accra Metropolitan,Greater Accra,5.61151,-0.19963,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1891,Kpone Health Centre,Kpone,Tema Metropolitan,Greater Accra,5.69206,0.05842,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
1892,Jordan's Maternity Home,La,Accra Metropolitan,Greater Accra,5.5621,-0.16464,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1893,Joy Family Clinic,Santamaria,Ga West,Greater Accra,5.60186,-0.2741,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1894,Jubail Specialist Hospital,Sakumano Estate,Tema Metropolitan,Greater Accra,5.62549,-0.05216,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1895,Juliana Aku Clegg Maternity home,Zongo junction,Accra Metropolitan,Greater Accra,5.55837,-0.23957,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1896,Kaneshie Market Clinic,Kaneshie,Accra Metropolitan,Greater Accra,5.56684,-0.2374,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1897,Kaneshie Polyclinic,Kaneshie,Accra Metropolitan,Greater Accra,5.57446,-0.23074,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
1898,Kaneshie School Clinic,Kaneshie,Accra Metropolitan,Greater Accra,5.57281,-0.23295,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1899,Karikari Brobbey Hospital,Agege (Agege road -Karikari area),Accra Metropolitan,Greater Accra,5.53092,-0.26149,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1900,Kasseh Health Centre,Kasseh,Dangme East,Greater Accra,5.89665,0.52294,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
1901,Keep Smiling clinic,Mamprobi (opposite mtyr uganda),Accra Metropolitan,Greater Accra,5.53292,-0.23732,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1902,King David Hospital,Kotobabi,Accra Metropolitan,Greater Accra,5.59277,-0.20588,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1903,Kokrobite CHPS,Kokrobite,Ga East,Greater Accra,5.50209,-0.37027,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
1904,Kokrobite Community Clinic,Kokrobite,Ga West,Greater Accra,5.50179,-0.37017,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1905,Korle-Bu Polyclinic,Korle-Bu,Accra Metropolitan,Greater Accra,5.580728,-0.210467,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
1906,Korle-Bu Teaching Hospital,Korle-bu,Accra Metropolitan,Greater Accra,5.53719,-0.2266,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Teaching Hospital
1907,Korle-Gonno Polyclinic,Korle-bu,Ga East,Greater Accra,5.53736,-0.22312,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
1908,Kpeshie Sub Metro Health Directorate,La,Accra Metropolitan,Greater Accra,5.55538,-0.16657,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
1909,Kumorji Hospital,Cantoments,Accra Metropolitan,Greater Accra,5.57419,-0.18263,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1910,La General Hospital,La,Accra Metropolitan,Greater Accra,5.55538,-0.16657,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1911,Labadi Road Dental Clinic,Osu,Accra Metropolitan,Greater Accra,5.55265,-0.17742,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1912,Lagoon Clinic,Chemuna (Chorkor),Accra Metropolitan,Greater Accra,5.52568,-0.25025,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1913,Lagoon Clinic,Tema Community 1,Tema Metropolitan,Greater Accra,5.64767,-0.00154,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1914,Lagoon Clinic & Maternity home,Mpoase (off Glefe rd),Accra Metropolitan,Greater Accra,5.52397,-0.26406,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1915,Lakeside Clinic,Tesano,Accra Metropolitan,Greater Accra,5.5923,-0.23136,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1916,Lapaz Community Clinic,Abaka Lapas,Accra Metropolitan,Greater Accra,5.60851,-0.25349,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1917,Laura's Maternity Home & Clinic,Darkuman,Accra Metropolitan,Greater Accra,5.58704,-0.24794,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1918,Leister Medical Centre,Spintex road,Tema Metropolitan,Greater Accra,5.61916,-0.1461,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1919,Link Road Hospital,Lartebiokorshie,Accra Metropolitan,Greater Accra,5.54944,-0.24093,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1920,Lube Oil Clinic,Tema Heavy Industrial Town,Tema Metropolitan,Greater Accra,5.65042,0.00836,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1921,Maamobi Polyclinic,Maamobi,Accra Metropolitan,Greater Accra,5.59184,-0.19929,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
1922,Mega Care Clinic (Annex),Abossey Okai,Accra Metropolitan,Greater Accra,5.55952,-0.23308,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1923,Liha Medical Clinic,East Legon (before America house road),Accra Metropolitan,Greater Accra,5.64174,-0.16071,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1924,Maabs Dental Clinic,Osu,Accra Metropolitan,Greater Accra,5.55982,-0.17441,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1925,Megavest Medical Centre,North Kaneshie,Accra Metropolitan,Greater Accra,5.59342,-0.24423,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1926,Lebanon Clinic,Ashaiman,Tema Metropolitan,Greater Accra,5.68791,-0.03049,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1927,Lession Clinic,Nima,Accra Metropolitan,Greater Accra,5.58208,-0.20114,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1928,Limb Fitting Centre,Tema Station (near Lotteries),Accra Metropolitan,Greater Accra,5.5485,-0.19999,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Others
1929,Mab Medicare Centre,Nyamekye (Darkuman),Accra Metropolitan,Greater Accra,5.59958,-0.25417,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1930,Madina RCH Clinic (near Market),Madina (Old road),Ga East,Greater Accra,5.6788,-0.16751,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1931,Larkai Medical Centre,Nima (near Police station),Accra Metropolitan,Greater Accra,5.576,-0.19972,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1932,Life Line Clinic,Nima 441 (area near bridge),Accra Metropolitan,Greater Accra,5.5882,-0.19478,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1933,Living Clinic & Laboratory,Agbogbloshie,Accra Metropolitan,Greater Accra,5.55032,-0.2167,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1934,Lizzie Matternity Home & Clinic,Ofankor,Ga West,Greater Accra,5.65484,-0.27076,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1935,Madina Central Clinic,Madina (Old road),Ga East,Greater Accra,5.66759,-0.16516,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1936,Makola Government Clinic,Makola,Accra Metropolitan,Greater Accra,5.54857,-0.20599,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1937,Makola Plaza Clinic,Makola,Accra Metropolitan,Greater Accra,5.54672,-0.20603,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1938,Mallam Atta Market Clinic,Mallam Atta,Accra Metropolitan,Greater Accra,5.57872,-0.20832,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1939,Mallam Demonstration Clinic,Mallam,Ga West,Greater Accra,5.57781,-0.29942,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1940,Mamprobi Polyclinic,Mamprobi,Accra Metropolitan,Greater Accra,5.53807,-0.24556,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
1941,Mamprobi School Dental Clinic,Mamprobi (salvation army schls),Ga West,Greater Accra,5.54138,-0.24118,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1942,Manko Clinic,Tema Fishing Habour,Tema Metropolitan,Greater Accra,5.64503,0.0132,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1943,Manna Mission Hospital,Teshie,Accra Metropolitan,Greater Accra,5.60706,-0.10872,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1944,Margo Maternity Home,Jei Krodua,Ga West,Greater Accra,5.64608,-0.49304,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1945,Martin Memorial Hospital,Dzorwulu,Accra Metropolitan,Greater Accra,5.61023,-0.20448,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1946,Mary's Clinic,Chorkor (behind police station),Ga West,Greater Accra,5.528,-0.23733,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1947,May Day Clinic,Lartebiokorshie,Accra Metropolitan,Greater Accra,5.54985,-0.24674,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1948,May Day Clinic,Agbogbloshie,Accra Metropolitan,Greater Accra,5.55142,-0.21931,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1949,May Fair Clinic,Lartebiokoshie,Accra Metropolitan,Greater Accra,5.54628,-0.24244,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1950,May's Ear Nose & Throat clinic,Lartebiokorshie (Nkrumah flats),Accra Metropolitan,Greater Accra,5.54734,-0.23324,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1951,Medifem Hospital,Dzorwulu,Accra Metropolitan,Greater Accra,5.61284,-0.20209,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1952,Mega Care Clinic,North Kaneshie,Ga West,Greater Accra,5.58913,-0.26083,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1953,Mercedarian Clinic,Osu,Accra Metropolitan,Greater Accra,5.55526,-0.18007,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1954,Midway Clinic Ltd,Abofu (Achimota),Accra Metropolitan,Greater Accra,5.61731,-0.22646,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1955,Korle-Bu Midwifery Training School,Korle-Bu,Accra Metropolitan,Greater Accra,5.53972,-0.23044,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
1956,Mighty Clinic,Madina (near market),Ga East,Greater Accra,5.6816,-0.16645,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1957,Modern Atomic Clinic,Atomic Road,Ga East,Greater Accra,5.66743,-0.20819,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1958,Mother Love Health Care Cantre,Adenta,Ga East,Greater Accra,5.71726,-0.16644,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1959,Mother's Pride Clinic & Maternity Home,Mamprobi (off juncion before salvation army),Accra Metropolitan,Greater Accra,5.54216,-0.24507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1960,Motorway Clinic,Abeka Lapas,Accra Metropolitan,Greater Accra,5.60616,-0.25137,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1961,Mt Sinai Clinic,Nyamekye (Darkuman),Accra Metropolitan,Greater Accra,5.60126,-0.25719,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1962,N M's Dental Clinic,Dzorwulu (junction),Accra Metropolitan,Greater Accra,5.60828,-0.20689,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1963,Mercy Clinic,Mataheko,Accra Metropolitan,Greater Accra,5.56431,-0.24764,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1964,Mercy Maternity Home & Clinic,Agege (Glefe near largoon),Accra Metropolitan,Greater Accra,5.52609,-0.27449,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1965,Meridian Clinic,Tema Community 1,Tema Metropolitan,Greater Accra,5.64543,-0.0072,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1966,Mission Clinic,Caprice (Near carprice hotel),Accra Metropolitan,Greater Accra,5.58282,-0.21575,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1967,Narh Bita Hospital,Tema Community 4,Tema Metropolitan,Greater Accra,5.65793,-0.01062,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1968,Dziram Eye Clinic,Baatsona,Tema Metropolitan,Greater Accra,5.65793,-0.01062,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1969,Greehouse Clinic and Diagnostic Centre,Spintex road,Tema Metropolitan,Greater Accra,5.65793,-0.01062,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1970,Narh Bita Nursing Training School,Tema Community 4,Tema Metropolitan,Greater Accra,5.65793,-0.01062,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
1971,Nashwell Clinic,Gbawe,Ga West,Greater Accra,5.5772,-0.28721,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1972,National Cold Room,Korle-bu,Accra Metropolitan,Greater Accra,5.53797,-0.23342,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Others
1973,Nelleville Clinic,Nungua,Accra Metropolitan,Greater Accra,5.59389,-0.08789,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1974,Nelmax Clinic,Lashibi Community 20,Tema Metropolitan,Greater Accra,5.65273,-0.06999,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1975,Nestle Clinic,Tema,Tema Metropolitan,Greater Accra,5.67518,-0.00305,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1976,New Achimota Clinic,New Achimota (mile 7),Accra Metropolitan,Greater Accra,5.6293,-0.24781,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1977,New Cross Clinic,Nima,Accra Metropolitan,Greater Accra,5.58234,-0.1994,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1978,New Crystal Clinic,Ashaiman,Tema Metropolitan,Greater Accra,5.68671,-0.03317,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1979,New Crystal Clinic,Ashaiman,Tema Metropolitan,Greater Accra,5.68671,-0.03317,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1980,New Edem Maternity Home,Ashaiman (Nii Amui Park {Manannanyo},Tema Metropolitan,Greater Accra,5.69924,-0.03531,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1981,New Town Clinic,New Town (Nkasan-Djan junction),Accra Metropolitan,Greater Accra,5.59122,-0.20621,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1982,New Town School Dental Clinic,New Town ( school compound),Accra Metropolitan,Greater Accra,5.58552,-0.21001,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1983,New World Dental Clinic,Asylum Down,Accra Metropolitan,Greater Accra,5.56918,-0.20248,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1984,Ngleshie Amanfro Community Health Centre,Ngleshie Amamfrom,Ga West,Greater Accra,5.53638,-0.41126,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1985,Nightingale Clinic,Dansoman (Sahara),Accra Metropolitan,Greater Accra,5.55031,-0.26737,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1986,Nima Government Clinic,Nima,Accra Metropolitan,Greater Accra,5.57771,-0.20008,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1987,Nima Highway Specialist Clinic,Nima (near Gutter),Accra Metropolitan,Greater Accra,5.59007,-0.19605,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1988,North Kaneshie Maternity Home,Demond (North Kaneshie),Accra Metropolitan,Greater Accra,5.58962,-0.2433,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
1989,North Kwashieman Clinic,North Kwashieman,Ga West,Greater Accra,5.59432,-0.26869,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1990,North Legon Hospital,North Legon (off Atomic Energy Road),Ga East,Greater Accra,5.66923,-0.18228,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1991,North Ridge Clinic,North Ridge,Accra Metropolitan,Greater Accra,5.57275,-0.19852,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
1992,North Teshie Clinic & Maternity Home,Teshie,Accra Metropolitan,Greater Accra,5.59709,-0.10302,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1993,Nostra Clinic,Tema Community 11,Tema Metropolitan,Greater Accra,5.66398,-0.02705,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1994,Nsakina CHPS,Nsakina,Ga West,Greater Accra,5.65177,-0.32388,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
1995,Nungua Community Clinic,Nungua,Accra Metropolitan,Greater Accra,5.5974,-0.07896,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1996,Korle-Bu Nurses Training College,Korle-Bu,Accra Metropolitan,Greater Accra,5.54027,-0.23095,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
1997,Nyaho Medical Centre,Airport residential area,Accra Metropolitan,Greater Accra,5.61486,-0.18514,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1998,Nima Clinic,Nima,Accra Metropolitan,Greater Accra,5.57412,-0.19912,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
1999,Nyigbenya Clinic,Nugbenya,Dangme West,Greater Accra,5.83471,0.21885,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
2000,Odonkor Clinic,Tema Community 8,Tema Metropolitan,Greater Accra,5.66589,-0.01423,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2001,Odorna Clinic,Odorna (Adabraka),Accra Metropolitan,Greater Accra,5.55887,-0.21556,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2002,Okanta Memorial Clinic,Ashaiman,Tema Metropolitan,Greater Accra,5.68684,-0.03972,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2003,Oman Clinic,Kaneshie (Sports Complex),Accra Metropolitan,Greater Accra,5.57508,-0.22694,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2004,Omari Clinic,Tema Mataheko,Tema Metropolitan,Greater Accra,5.77204,-0.00509,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2005,Omni Health Care,Dzorwulu,Accra Metropolitan,Greater Accra,5.61647,-0.19249,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2006,Opoku Ware Clinic,Dansoman,Accra Metropolitan,Greater Accra,5.56451,-0.27354,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
2007,Osu Government Maternity Home,Osu,Accra Metropolitan,Greater Accra,5.55401,-0.18494,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
2008,Osudoku Health Centre,Asutsuare,Dangme West,Greater Accra,6.07519,0.19468,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2009,Osuwem Community Based Clinic (New site),Osuwem,Ga West,Greater Accra,6.03171,0.17526,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2010,Owusu Medical Centre,Alajo (ask at Faith medical centre for direction),Accra Metropolitan,Greater Accra,5.59796,-0.21905,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2011,Port Health,Tema,Tema Metropolitan,Greater Accra,5.63433,0.00461,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,clinic
2012,Port Medical Centre,Tema Community 1,Tema Metropolitan,Greater Accra,5.64266,0.00126,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
2013,Port Dental Clinic,Tema Community 1,Tema Metropolitan,Greater Accra,5.64266,0.00126,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2014,Nyamebetyere Maternity Home,Ashaiman Lebanon,Tema Metropolitan,Greater Accra,5.70281,-0.04369,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
2015,Opec Clinic (Teshie Health Centre),Teshie,Accra Metropolitan,Greater Accra,5.6021,-0.11996,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2016,Nyameadom Maternity Clinic,Dansoman (before sahara),Accra Metropolitan,Greater Accra,5.55206,-0.26433,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
2017,Obom Health Centre,Obom,Ga West,Greater Accra,5.7357,-0.43974,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2018,Oduman Health Centre,Oduman,Ga West,Greater Accra,5.64171,-0.33028,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2019,Okai Koi Sub Metro Health Directorate,Kaneshie,Accra Metropolitan,Greater Accra,5.57442,-0.23082,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
2020,Old Ningo Health Centre (Present site),Old Ningo,Dangme West,Greater Accra,5.75161,0.18647,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2021,Old Ningo Health Centre (New site),Old Ningo,Dangme West,Greater Accra,5.75161,0.18647,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
